Event Name,Start,End,Location,Description,Organizer,Event URL,City
"Mindfulness, citizenship, & engagement","September 11, 2023, 02:00 PM","September 11, 2023, 03:00 PM", Online," Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.", Radhika Iyengar,https://www.climate.columbia.edu/events/mindfulness-citizenship-engagement,NYC
LDEO Earth Science Colloquium,"September 15, 2023, 03:30 PM","September 15, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev colloquiumcommittee [email protected],https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-1,NYC
INNOV-EAT Expedition,"September 21, 2023, 09:00 AM","September 21, 2023, 03:00 PM","The Forum at Columbia University, 601 W. 125th St., New York, NY 10027",Join us through the far-reaches of food systems innovation.,Columbia Climate School,https://www.climate.columbia.edu/events/innov-eat-expedition,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,"September 21, 2023, 02:00 PM","September 21, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-32,NYC
LDEO Earth Science Colloquium,"September 22, 2023, 03:30 PM","September 22, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Columbia University,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-2,NYC
LDEO Earth Science Colloquium,"September 29, 2023, 03:30 PM","September 29, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-3,NYC
LDEO Earth Science Colloquium,"October 06, 2023, 03:30 PM","October 06, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES),https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-4,NYC
Scaling & commercializing innovation for climate action,"October 10, 2023, 02:00 PM","October 10, 2023, 03:00 PM",Online,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda.",Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development,https://www.climate.columbia.edu/events/scaling-commercializing-innovation-climate-action,NYC
LDEO Earth Science Colloquium,"October 13, 2023, 03:30 PM","October 13, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-5,NYC
Lamont-Doherty Earth Observatory (LDEO) Open House,"October 14, 2023, 10:00 AM","October 14, 2023, 04:00 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","We will be back on campus for the next Open House on October 14, 2023. Program details will be posted as it comes available. Please visit the Open House Website for the latest information.",Columbia University,https://www.climate.columbia.edu/events/lamont-doherty-earth-observatory-ldeo-open-house-0,NYC
Climate Week NYC 2022,"September 19, 2023, 02:00 PM","September 19, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-33,NYC
LDEO Earth Science Colloquium,"October 20, 2023, 03:30 PM","October 20, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES)",Lamont Seminar Diversity Initiative,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-6,NYC
Ethics in Action: the role of CBOs and NGOs,"October 23, 2023, 02:00 PM","October 23, 2023, 03:00 PM", Online," Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda.", Radhika Iyengar,https://www.climate.columbia.edu/events/ethics-action-role-cbos-and-ngos,NYC
LDEO Earth Science Colloquium,"October 27, 2023, 03:30 PM","October 27, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Columbia University,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-7,NYC
LDEO Earth Science Colloquium,"November 03, 2023, 03:30 PM","November 03, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-8,NYC
LDEO Earth Science Colloquium,"November 10, 2023, 03:30 PM","November 10, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964, Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-9,NYC
LDEO Earth Science Colloquium,"December 01, 2023, 03:30 PM","December 01, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Columbia University,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-10,NYC
Climate forecast briefing,"December 21, 2023, 02:00 PM","December 21, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-35,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,"January 18, 2024, 02:00 PM","January 18, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-36,NYC
Events Calendar,"February 15, 2024, 02:00 PM","February 15, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-37,NYC
Columbia Climate School,"March 21, 2024, 02:00 PM","March 21, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-38,NYC
Film Screening and Panel: How to Blow Up a Pipeline,"August 16, 2023, 06:30 PM","August 16, 2023, 09:00 PM","Angelika Film Center & Cafe, 18 West Houston Street, New York, NY, 10012, United States","The Climate Museum joins forces with Lapham’s Quarterly and the Center for Constitutional Rights to present a special screening of the 2023 eco-thriller film How to Blow Up a Pipeline, based on the nonfiction book of the same name by Andreas Malm.",The Climate Museum,https://climatemuseum.org/2023-events/howtoblowupapipeline,NYC
Educational Environments,"September 09, 2023, 09:00 AM","September 09, 2023, 02:00 PM","2561 Kent Ave., West Lafayette, IN 47906","Led by School Leader Jessica Walters, this event will provide valuable insights into creating effective educational environments. Explore the importance of classroom set-up, engaging strategies, and developmentally age-appropriate practices. Discover how to create welcoming, warm, and nurturing spaces that invite children to learn and thrive. Take part in environment tours to gain practical inspiration for your own classroom. By participating in this event, you will earn 3 hours of professional development credit, applicable towards Paths to QUALITY™ and CDA credential. Additionally, you will receive a $150 virtual gift card to Lakeshore Learning, empowering you to implement the concepts learned and enhance your educational environment. Don't miss this opportunity to transform your classroom into a space that fosters meaningful learning experiences for children.",https://www.eventbrite.com/o/early-learning-indiana-68422829393,https://www.eventbrite.com/e/educational-environments-tickets-676127263847,MTL
"MACFEST 2023: Islam, Culture & Environment: Are Muslims Environmentalists?","July 30, 2023, 06:00 AM","July 30, 2023, 07:00 AM",Online,"Join us for a conversation with Zarina Ahmad, to reflect on what it’s like to be a Muslim and an environmentalist!",MACFEST - Muslim Arts and Culture Festival.,https://www.eventbrite.co.uk/e/macfest-2023-islam-culture-environment-are-muslims-environmentalists-tickets-415642175937,MTL
The Climate Connect / Connection climatique,"August 24, 2023, 06:30 PM","August 24, 2023, 08:30 PM","5386 Boulevard Saint-Laurent, Montréal, QC H2T 1S1, Canada",Details coming soon,https://www.eventbrite.com/o/vanja-and-laurence-ocean-bridge-ambassadors-68087649443,https://www.eventbrite.com/e/the-climate-connect-connection-climatique-tickets-671076918127,MTL
Fresque de la biodiversité - Ahuntsic,"August 16, 2023, 06:00 PM","August 16, 2023, 09:00 PM","9269 Rue Lajeunesse, Montréal, QC H2M 1S3, Canada","Capacité très limitée.Découvrez au travers d'un atelier ludique et collaboratif l'aspect systémique de l'érosion de la biodiversité : ce qu’elle est, ce qu’elle permet et ce qui la dégrade. Pendant de l’atelier de 3h, en équipe de 5-7, vous aurez à :recréer un écosystème et découvrir les impacts d’une perturbation dans celui-ci,retrouver les liens entre les cartes pour comprendre ce qu’est la Biodiversité, ce qu’elle apporte et ce qui la dégrade,décorer et trouver un titre à leur Fresque afin de restituer leur travail devant les autres équipes etréfléchir de manière collective aux actions que l’on pourrait mettre en place pour sa préservation.La Fresque de la Biodiversité est inspirée de la Fresque du Climat. Son contenu se base en grande partie sur les rapports et données de l’IPBES (Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services), connu comme le GIEC de la biodiversité.Pour nous contacter: fresquebiodiversiteqc@gmail.comAuteurs de l'atelier: Géraldine Vuillier, Geoffrey Vuillier, Charles Sirot et Deloitte développement durable France. Le principe et le contenu de cet atelier sont protégés en Creative Commons BY-NC-ND (Attribution, pas d’utilisation commerciale, pas de modification). Il est donc possible d’utiliser librement cet outil pour tout évènement gratuit, ouvert au public et durant lequel les animateurs sont bénévoles.",https://www.eventbrite.ca/o/fresque-de-la-biodiversite-quebec-56103261883,https://www.eventbrite.ca/e/billets-fresque-de-la-biodiversite-ahuntsic-686549186097,MTL
Atelier 2tonnes,"August 16, 2023, 06:00 PM","August 16, 2023, 09:00 PM","1110 Rue Notre-Dame Ouest, Montréal, QC H3C 1K3, Canada","Qu’est-ce que l’atelier 2tonnes ?Cet atelier va vous permettre de découvrir les leviers individuels et collectifs de la transition vers un monde bas carbone, en créant en équipe votre propre scénario de transition bas-carbone jusque 2050.",https://www.eventbrite.ca/o/fresque-ets-61638781163,https://www.eventbrite.ca/e/billets-atelier-2tonnes-681634004657,MTL
