Event Name,Start,End,Location,Description,Organizer,Event URL,City
"Mindfulness, citizenship, & engagement","September 11, 2023, 02:00 PM","September 11, 2023, 03:00 PM",Online,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda.",Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University,https://www.climate.columbia.edu/events/mindfulness-citizenship-engagement,NYC
LDEO Earth Science Colloquium,"September 15, 2023, 03:30 PM","September 15, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Columbia University.,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-1,NYC
INNOV-EAT Expedition,"September 21, 2023, 09:00 AM","September 21, 2023, 03:00 PM","The Forum at Columbia University, 601 W. 125th St., New York, NY 10027","Join us through the far-reaches of food systems innovation. In this event, we will embark on a trailblazing adventure, exploring ground breaking innovations and strategies to transform global food systems. Prepare to challenge the status quo and address the root causes of food system issues. Innovation comes with its share of failures. We’ll celebrate the lessons learned from these missteps and embrace them as stepping stones on our path to success. Through engaging keynote presentations and panel discussions, we’ll openly share and learn from the failures that have paved the way for innovation. The event will bring together experts from diverse backgrounds, uniting stakeholders across the food system, including youth. We aim to cultivate a community that champions systemic innovation and technology. By fostering collaboration, we strive to inspire action towards a resilient, inclusive, and sustainable food future.",Columbia Climate School,https://www.climate.columbia.edu/events/innov-eat-expedition,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast. ,"September 21, 2023, 02:00 PM","September 21, 2023, 03:00 PM", Online ," The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh. ", The International Research Institute for Climate and Society (IRI),https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-32,NYC
Improving Aerosol in an Earth System Model With AI/ML,"September 21, 2023, 03:30 PM","September 21, 2023, 04:30 PM",Columbia Innovation Hub Room 202 2276 12th Avenue Room 206,"The role of aerosol in the Earth system remains a major source of uncertainty due to insufficient data, understanding, and computational power. In this talk, I will introduce the effort of developing faster and better representation of aerosol and aerosol-cloud interactions for a next-generation Earth system model by improving physics, increasing resolution, and utilizing machine learning techniques. In this effort, we have generated hundreds of terabytes of data that consists of process model, large-eddy, convection-permitting, and climate-scale perturbed physics simulations to train ML models. These ML models are used as new parameterizations in an Earth system model representing aerosol radiative properties, droplet nucleation, warm rain processes, and cloud adjustments, and as new diagnostic tools to reveal causal links between aerosol and the intricate Earth system. I will discuss our progress as well as challenges we encountered when integrating the ML models in the Earth system model.",Speaker: Po-Lun Ma,https://www.climate.columbia.edu/events/improving-aerosol-earth-system-model-aiml,NYC
LDEO Earth Science Colloquium,"September 22, 2023, 03:30 PM","September 22, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-2,NYC
LDEO Earth Science Colloquium,"September 29, 2023, 03:30 PM","September 29, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-3,NYC
LDEO Earth Science Colloquium,"October 06, 2023, 03:30 PM","October 06, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-4,NYC
Scaling & commercializing innovation for climate action,"October 10, 2023, 02:00 PM","October 10, 2023, 03:00 PM",Online,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda.",Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University,https://www.climate.columbia.edu/events/scaling-commercializing-innovation-climate-action,NYC
LDEO Earth Science Colloquium,"October 13, 2023, 03:30 PM","October 13, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-5,NYC
Lamont-Doherty Earth Observatory (LDEO) Open House,"October 14, 2023, 10:00 AM","October 14, 2023, 04:00 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","We will be back on campus for the next Open House on October 14, 2023. Program details will be posted as it comes available. Please visit theOpen House Websitefor the latest information.",Columbia Climate School,https://www.climate.columbia.edu/events/lamont-doherty-earth-observatory-ldeo-open-house-0,NYC
Climate forecast briefing,"October 19, 2023, 02:00 PM","October 19, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-33,NYC
LDEO Earth Science Colloquium,"October 20, 2023, 03:30 PM","October 20, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Columbia University Department of Earth and Environmental Sciences (DEES),https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-6,NYC
Ethics in Action: the role of CBOs and NGOs,"October 23, 2023, 02:00 PM","October 23, 2023, 03:00 PM",Online,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.",Radhika Iyengar,https://www.climate.columbia.edu/events/ethics-action-role-cbos-and-ngos,NYC
LDEO Earth Science Colloquium,"October 27, 2023, 03:30 PM","October 27, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-7,NYC
LDEO Earth Science Colloquium,"November 03, 2023, 03:30 PM","November 03, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-8,NYC
LDEO Earth Science Colloquium,"November 10, 2023, 03:30 PM","November 10, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-9,NYC
LDEO Earth Science Colloquium,"December 01, 2023, 03:30 PM","December 01, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-10,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,"December 21, 2023, 02:00 PM","December 21, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-35,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,"February 15, 2024, 02:00 PM","February 15, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-37,NYC
Climate forecast briefing,"March 21, 2024, 02:00 PM","March 21, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-38,NYC
Asia Solar Energy for Climate Change Conference (ASECCC) - Day 2,"August 22, 2023, 11:00 PM","August 25, 2023, 02:00 AM",Online,"Join us at #ASECCC and become part of a community committed to promoting solar energy initiatives and tackling climate change. Let’s participate in discussions and presentations, share your research, and connect with other professionals in the field!",CarbonCare Innolab,https://www.eventbrite.hk/e/asia-solar-energy-for-climate-change-conference-aseccc-day-2-tickets-690013287317,Amsterdam
"Amsterdam - People, Planet, Pint: Sustainability Meetup","October 12, 2023, 05:30 PM","October 12, 2023, 10:00 PM","105 Weesperstraat, 1018 VN Amsterdam, Netherlands","Whether you're a sustainability professional, small business owner, local council/government worker, student, consultant, looking to switch careers, or anything else besides, come down and meet others interested in sustainability. No agenda, workshops or webinars. Just chat over some nibbles and beers.Started in Glasgow during COP26, this relaxed event brings together those with a shared passion for sustainability in all its forms.We meet monthly to chat about what's going on in the Net Zero / Sustainability space, ""network"" and meet others who are interested in the industry. Let's see where the conversation, and night, takes us!Chat with other industry experts and talk directly to business owners facing the challenges you're trying to solve.Find others who can collaborate and help you on your journey and have fun doing so!Your Volunteer HostsWienke Schouwink: I'm Wienke, Commercial Manager at The Green Branch. We develop land restoration and reforestation projects in Brazil. I oversee creating revenue streams to finance our projects and scale our ecosystem restoration efforts. Before starting my day at The Green Branch, I love to go for an early morning run.Your presence at our upcoming event means a lot to us. To ensure an enjoyable experience for all, we kindly ask that you sign up only if you can attend. We have limited spots available, so if your plans change, please cancel your ticket promptly. Thank you!Our Sponsor KRYSTAL are an award-winning, 100% green web hosting provider,  with datacentres in the UK, US, & Europe. They are climate positive, and their approach centres on value, quality and transparency. We are delighted to announce our partnership with Krystal (the UK's only B Corp web hosting/cloud provider), and welcome them on board as sponsors  of the People, Planet, Pint events. This means the first 33 drinks are on Krystal at every event, and has allowed us to invest and upscale the series to accelerate action on climate change.About UsSmall99 is a platform that guides small business owners to Net Zero and avoids the overwhelm. Small99 organises the PPP events, with the belief that bringing people together will spark unexpected solutions to collaboration in tackling climate change.Simon Blackler is the founder and CEO of KRYSTAL, and Co-Founder of MillionTreePledge. ",https://www.eventbrite.co.uk/o/small99-32771843245,https://www.eventbrite.co.uk/e/amsterdam-people-planet-pint-sustainability-meetup-tickets-694678962477,Amsterdam
Carbon Removal Conference,"September 14, 2023, 09:30 AM","September 14, 2023, 05:30 PM","16A Nijverheidsweg, 3534 AM Utrecht, Netherlands","Negatieve emissies zijn belangrijk onderdeel van IPCC rapport om wereldwijde temperatuurstijging binnen de 2°C te houden. Nederland heeft geen doelstellingen, ambities noch beleid op gebied van Negatieve Emissies.Tijdens deze interactieve conferentie zullen we stakeholders bij elkaar brengen om voor Nederland:Carbon Removal-opties in kaart te brengen, Belangrijkste onderdelen voor een  Carbon Removal-roadmap inzichtelijk te maken Aanbeveling voor de NL overheid op te stellen",https://www.eventbrite.nl/o/sinkit-64825714623,https://www.eventbrite.nl/e/tickets-carbon-removal-conference-652908174927,Amsterdam
"Moonshot Thinking - Jacqueline van den Ende, Co-founder of Carbon Equity","September 21, 2023, 04:30 PM","September 21, 2023, 06:00 PM","Burgemeester Oudlaan 50, 3062 PA Rotterdam, Netherlands","In-person (followed by drinks & snacks) & online (live-streamed) ABOUT THE SPEAKERJacqueline van den Ende is co-founder of Amsterdam based climate fintech company Carbon Equity. Carbon Equity is a climate VC and PE fund investing fintech platform. Carbon Equity was founded with the mission to unlock retail capital at scale to power breakthrough climate technologies whilst enabling more equitable ownership.Jacqueline brings a unique perspective as a founder turned investor turned founder, twice over. She worked as a private equity investor at HAL Investments and more recently as a general partner at Venture Capital fund Peak Capital. She spent the other half of her career to date building and leading companies, including De Kleine Consultant, Rocket Internet backed online real estate marketplace Lamudi in South East Asia and Ant Financial backed Fintech scale up TrueMoney.Jacqueline is obsessed with the question of how we can leverage capital most effectively to mitigate climate change. In addition to her role as founder and CEO of Carbon Equity she serves on the board of the Dutch last mile delivery scale-up Trunkrs. Jacqueline obtained an MSc degree in Economics from the Erasmus University in Rotterdam and a BA in Social Sciences from University College Utrecht.Jacqueline will speak to us about the role of institutional and private capital in fighting climate change. ABOUT MOONSHOT THINKING EVENTS Moonshot Thinking’ is a series of recurring events organised by BIM Group at Rotterdam School of Management in order to bring industry and research a step closer. Our speakers are thought-leaders in their respective industry sectors and each one has a unique story to tell – whether that is a groundbreaking technology they are working on, an idea they believe in, or an innovation that will reshape the world as we know it. From inspiration and knowledge sharing to prospective research project developments, we aim to inspire business leaders and researchers alike.Events are hosted at RSM, facilitating informal exchange of ideas and thoughts. Each event is an hour long, with a 45-min speech by a business leader and a 15-min interactive Q&A from the audience. The event is followed by networking drinks, where conversations can continue and collaborations can be born.LOCATIONThe event will take place in room 5.10, located on the 5th floor of the Langeveld Building at Erasmus University. How to get to our campus? Click here.In collaboration with Erasmus Centre for Leadership. Learn more: https://www.rsm.nl/faculty-research/centres/erasmus-centre-for-leadership/",https://www.eventbrite.com/o/bim-group-rotterdam-school-of-management-39362601853,https://www.eventbrite.com/e/moonshot-thinking-jacqueline-van-den-ende-co-founder-of-carbon-equity-registration-671338640947,Amsterdam
Sustainability Friday,"September 01, 2023, 07:00 PM","September 01, 2023, 09:00 PM","1105 De Boelelaan, 1081 HV Amsterdam, Netherlands","Sustainability Friday is a recurring event where we discuss, connect and bring inspiration to each other :)In person we will meet at the entrance of the main building of the VU( the tallest one) - the entrance is facing de Boelelaan street (see the pin on the map below). I'll have a green folder with me. If you cannot find us call me at +31615466090*** IMPORTANT UPDATE ***Because of recent problems regarding attendance we have decided to implement the following rules:If you subscribe to the event that means that you commit to attending. In case you cannot attend please let us know at least 1 day before the event via whatsapp/call/sms on +31615466090 or via email (makesensenl@gmail.com). Out of respect for the other participants and also for the organizers this rule is very important.Also you have to commit to the choice you make of whether you will attend online or in person. In the situation when you will not or cannot fulfill these requirements, also failing to provide us with a prior notification for the second time you get removed from the group and also you forfeit your right to join future events for 6 months. Of course there are emergencies, unexpended problems that arise for anyone but these problems arise please do contact us at the number mentioned above if you can no longer attend.Thank you for understanding and hope to see you at our event !Every Month you are invited to our Sustainability Friday !!!During our discussions you can get inspired and exchange ideas with like minded people, network and many times learn of new ideas, projects, etcMost of our discussions revolve around one or several of the UN's Sustainable Development Goals ( SDGs) and specifically many times about Climate change where we many times do a sort of AMA (ask me anything) about Climate science - modern climate vs ancient(Paleo) climate.We also tackle many times the issue regarding the global evolution towards clean energy and the possible impacts of the significant changes that occurred in the last years, sort of sustainability news. Hopefully our speaker, if any, will have what to say about that as well ;-)We are always open for anything you want to bring forward, as long as it is inline with making sense & making our planet a better place to live on. Come and try your workshop, show us something cool you have created, anything you like, just contact us and we'll see how we can accommodate you.Agenda for the event:19:00 Walk in(connecting) and get comfortable19:10 Check-in and a short presentation and updates from makesense19:20 Short introduction about the interests of every participant and here each attendee can propose a discussion topic. If we have too many topics we will take a vote to decide which topic to discuss.19:40 We'll start with a few sustainability news or a short presentation on a specific topic20:00 Let's start discussing about the chosen topic !20:45 closing and check-out :)21:00 We can also stay longer if anyone wants to continue the discussion (we often do this and it's fun but it's not a requirement, of course)And if you have ideas or topics that you would like us to address in our events - let's discuss these together - we are open to new events proposals.In fact if any of you are interested, any of you can prepare a 10-20 minute talk/presentation on any given topic ranging from SDGs (Sustainable Development Goals) to basically any topic that you think is worth discussing when we think of how to make our planet a bit better. And also at the beginning of the event we will invite everyone to propose discussion topics and then if there are more than 2 we will take a vote as to which topic to discuss.Thank you for your interest :)This week, the event will be hybrid - both in person and online in order to accommodate both options. If you cannot find us or if you need help in connecting, contact us at +31615466090 (Dragos).For the online platform, we will connect at this link:https://meet.jit.si/Makesense_Amsterdam_meetupMake sure you check your email for any updates before the event. Thanks !Hope to see you there !!!",https://www.eventbrite.co.nz/o/makesense-nl-30303038744,https://www.eventbrite.co.nz/e/sustainability-friday-tickets-502638775107,Amsterdam
