Event Name,Start,End,Location,Description,Organizer,Event URL,City
Lamont-Doherty Earth Observatory (LDEO) Open House,"October 14, 2023, 10:00 AM","October 14, 2023, 04:00 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964","We will be back on campus for the next Open House on October 14, 2023. Program details will be posted as it comes available. Please visit the Open House Website for the latest information. Whether you’re an aspiring young scientist or a long-time science enthusiast, you’re sure to enjoy Lamont-Doherty’s Open House. Join us for lab tours, participate in hands-on earth science activities with our scientists, and learn from world-renowned researchers about their latest discoveries. Open House is free and open to the public, with a $5 suggested donation.",Climate School Events,https://www.climate.columbia.edu/events/lamont-doherty-earth-observatory-ldeo-open-house-0,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,"October 19, 2023, 02:00 PM","October 19, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-33,NYC
LDEO Earth Science Colloquium,"October 20, 2023, 03:30 PM","October 20, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-6,NYC
Ethics in Action: the role of CBOs and NGOs,"October 23, 2023, 02:00 PM","October 23, 2023, 03:00 PM",Online,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda.",Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University,https://www.climate.columbia.edu/events/ethics-action-role-cbos-and-ngos,NYC
LDEO Earth Science Colloquium,"November 03, 2023, 03:30 PM","November 03, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-8,NYC
LDEO Earth Science Colloquium,"November 10, 2023, 03:30 PM","November 10, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964 Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-9,NYC
LDEO Earth Science Colloquium,"December 01, 2023, 03:30 PM","December 01, 2023, 04:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964, Monell Auditorium","The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.",Dr. Einat Lev,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-10,NYC
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,"December 21, 2023, 02:00 PM","December 21, 2023, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-35,NYC
Climate forecast briefing,"January 18, 2024, 02:00 PM","January 18, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-36,NYC
Columbia Climate School,"February 15, 2024, 02:00 PM","February 15, 2024, 03:00 PM",Online,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.",IRI Seminar,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-37,NYC
Sunset Boat Tour: Explore our Region's Port Infrastructure,"August 01, 2023, 06:20 PM","August 01, 2023, 09:00 PM","12th Avenue and West 43rd Street, New York, NY 10036","Open House New York invites you for a summer evening cruise of New York Harbor to learn about the immense scale and complexity of local and global port activity. Bethann Rooney, Port Director at the Port Authority of New York and New Jersey and a 30+ year veteran in the maritime industry, will guide us on an exploration of the past, present, and future of the shipping industry in New York Harbor.
As the gateway to one of the most concentrated consumer markets in the world, the Port of New York and New Jersey is the busiest container terminal on the East Coast and second busiest in the country. A major shipping hub from the first pier in 1659 through the establishment of the Port Authority in 1921 to today, the wooden ships and cargo hooks of the past have now been replaced by computers and a landscape of gantry cranes.
The tour will showcase container terminals and cargo infrastructure, along with iconic sites like the Lower Manhattan skyline and Statue of Liberty. Join us for an exclusive cruise exploring how the Port of New York and New Jersey will continue to serve the region with world-class infrastructure as our cities globalize and supply chains work to meet our on-demand needs.
AIA CES credits (2.5 LU) is available for this program.
",https://www.eventbrite.com/o/open-house-new-york-1513263208,https://www.eventbrite.com/e/sunset-boat-tour-explore-our-regions-port-infrastructure-tickets-664788569507,NYC
Lighting the Path: AAPI Leaders Powering Up the Energy Justice Movement,"August 11, 2023, 12:00 PM","August 11, 2023, 01:00 PM",Online,"Join us for Lighting the Path: AAPI Leaders Powering Up the Energy Justice Movement this August 11, 2023 to explore the rich history of islands around the world, and how it has led to a powerful movement for energy justice. From Hawai’i to the Philippines, islands have a rich history of power, honor, and connection to the natural world. For centuries, island communities have honored the planet and fought to protect their resources from the exploitation of mainlands. Despite facing the challenges of colonialism and exploitation, these communities have fostered a movement for Energy Justice that has proven stronger than their opponents.",Energy Allies,https://www.eventbrite.com/e/lighting-the-path-aapi-leaders-powering-up-the-energy-justice-movement-tickets-646305074877,NYC
National Drive Electric Week,"October 01, 2023, 10:00 AM","October 01, 2023, 02:00 PM","Schenectady Greenmarket, 105 Jay St, Schenectady, NY, 12308","2022's Largest Attended NDEW Event is coming back to ""The Electric City"" and looking to break its own attendance record! Join the City of Schenectady, Schenectady Greenmarket, Livingston Energy Group, and the NY Capital District Electric Vehicle Association as they team up to host the NYS Capital District Drive Electric Week and Sustainability Fair on Sunday, October 1st from 10 a.m. – 2 p.m.",The City of Schenectady,https://driveelectricweek.org/event,NYC
Educational Environments,"September 09, 2023, 09:00 AM","September 09, 2023, 02:00 PM","2561 Kent Ave., West Lafayette, IN 47906","Led by School Leader Jessica Walters, this event will provide valuable insights into creating effective educational environments. Explore the importance of classroom set-up, engaging strategies, and developmentally age-appropriate practices. Discover how to create welcoming, warm, and nurturing spaces that invite children to learn and thrive. Take part in environment tours to gain practical inspiration for your own classroom. By participating in this event, you will earn 3 hours of professional development credit, applicable towards Paths to QUALITY™ and CDA credential. Additionally, you will receive a $150 virtual gift card to Lakeshore Learning, empowering you to implement the concepts learned and enhance your educational environment. Don't miss this opportunity to transform your classroom into a space that fosters meaningful learning experiences for children.",https://www.eventbrite.com/o/early-learning-indiana-68422829393,https://www.eventbrite.com/e/educational-environments-tickets-676127263847,MTL
"MACFEST 2023: Islam, Culture & Environment: Are Muslims Environmentalists?","July 30, 2023, 06:00 AM","July 30, 2023, 07:00 AM", Online," Join us for a conversation with Zarina Ahmad, to reflect on what it’s like to be a Muslim and an environmentalist!", MACFEST - Muslim Arts and Culture Festival.,https://www.eventbrite.co.uk/e/macfest-2023-islam-culture-environment-are-muslims-environmentalists-tickets-415642175937,MTL
Preserving Art Environments,"August 10, 2023, 03:00 PM","August 10, 2023, 04:00 PM",Online,"A virtual conversation with Annalise Flynn (SPACES Archives), Yaphet Smith (L.V. Hull Legacy Center) and Bob Levesque (Salvation Mountain).",Intuit: The Center for Intuitive and Outsider Art,https://www.eventbrite.com/e/preserving-art-environments-tickets-676086542047,MTL
The Ultimate Sneaker Show MONTREAL,"August 05, 2023, 12:00 PM","August 05, 2023, 06:00 PM","777 Boulevard Robert-Bourassa, Montréal, QC H3C 3Z7, Canada","The Ultimate Sneaker Show is Canada’s premiere sneaker event, bringing the community together to BUY SELL TRADE and CONNECT in a safe and fun environment. The Ultimate Sneaker ShowSaturday August 5 202312PM-6PM (All Ages Welcome)",https://www.eventbrite.ca/o/sole-exchange-canada-59431286113,https://www.eventbrite.ca/e/the-ultimate-sneaker-show-montreal-tickets-636187252197,MTL
Réseautage des nouveaux arrivants,"August 02, 2023, 06:00 PM","August 02, 2023, 08:00 PM","1182 Boulevard Saint-Laurent, Montréal, QC H2X 2S5, Canada","✨ Vous êtes au Québec depuis moins de 24 mois ? Ce réseautage est fait pour vous ! Rejoignez-nous au réseautage des nouveaux arrivantsSi vous avez récemment immigré au Québec en tant que travailleur temporaire, PVTiste, étudiant international ou résident permanent, Immigrant Québec et ses partenaires vous invitent à venir rencontrer d'autres personnes venues des quatre coins du monde et qui apprennent à vivre au Canada et plus précisément, dans ""la belle province"" !Vous serez accueilli(e) par une équipe de bénévoles, fins connaisseurs du Québec à qui vous pourrez poser toutes les questions auxquelles vous n'avez pas encore trouvé de réponse.Venez rencontrer des professionnels qui pourront vous orienter et vous accompagner en fonction de vos besoins.Echangez vos expériences et développez votre réseau dans un environnement convivial.-----------------------------------------------------------------L'entrée du réseautage est gratuite et comprend une boisson et des bouchées offertes.✨ ¿Has estado en Quebec por menos de 24 meses?¡Esta evento de redes es para ti!Si emigró recientemente a Quebec como trabajador temporal, trabajador pvtiste, estudiante internacional o residente permanente, Immigrant Quebec y sus socios lo invitan a venir y conocer a otras personas de todo el mundo que están aprendiendo a vivir en Canadá y más precisamente, en ""la belle province""!Será recibido por un equipo de voluntarios, conocedores de Quebec a quienes podrá hacer todas las preguntas a las que aún no haya encontrado una respuesta.Ven y conoce a profesionales que podrán orientarte y apoyarte según tus necesidades.-----------------------------------------------------------------Intercambia tus experiencias y desarrolla tu red en un ambiente amigable.✨ You've been in Québec for less than 2 years ? T﻿his networking event was made for you ! Come and meet up with newcomers just like you.If you recently arrived in Québec as a temporary workers, international student or permanent resident, Immigrant Québec and its partners are inviting you to meet people from all over the world. You will be welcomed by our volunteers who know everything you need to know about the province and will help you find answers to any questions you have. C﻿ome meet  professionnals who will be able to help you settle and accompany you according to your needs.Exchange your experiences and develop your network in a friendly environment.-----------------------------------------------------------------The event is free and food and bites are included.",https://www.eventbrite.ca/o/immigrant-quebec-43751540863,https://www.eventbrite.ca/e/billets-reseautage-des-nouveaux-arrivants-668987007147,MTL
Sea Side Scrapbook: Shoreline Cleanup | Nettoyage du littoral (23/07/2023),"July 23, 2023, 12:00 PM","July 23, 2023, 02:00 PM","3760 3e Av, Laval, QC H7R 2Y2, Canada","Sea Side Scrapbook: Shoreline CleanupJoin us for a fun-filled day of cleaning up the Berge de l'Anse shoreline! This in-person event will take place on Sun Jul 23 2023 at 12:00:00 GMT-0400 (EST). We will meet at Berge de l'Anse (3760 3e Av, Laval, QC H7R 2Y2) and spend the day picking up litter, debris, and other pollutants from the beautiful shoreline. This is a great opportunity to give back to the environment while enjoying some fresh air and exercise. Don't forget to wear comfortable clothing and bring sunscreen. Zero-waste snacks and kombucha will be offered, as well as zero-waste participation gifts! Let's make a difference together!Sea Side Scrapbook: Nettoyage du littoralJoignez-vouz pour une journée amusante de nettoyage du rivage de la Berge de l'Anse! Cet événement aura lieu le dimanche 23 juillet 2023 à 12:00:00 GMT-0400 (EST) à la Berge de l'Anse (3760 3e Av, Laval, QC H7R 2Y2). Nous passerons l'après-midi à ramasser les déchets, les débris et autres polluants du rivage. C'est une excellente occasion de redonner à l'environnement tout en profitant de l'air frais et de l'exercice. N'oubliez pas de porter des vêtements confortables et d'apporter de la crème solaire. Des collations et du kombucha (zéro gaspillage) seront offertes, ainsi que des cadeaux de participation! Faisons une différence ensemble!",https://www.eventbrite.com/o/ocean-bridge-ambassadors-2023-kevin-c-ori-e-sarah-l-b-and-ibrahim-s-67413191053,https://www.eventbrite.com/e/sea-side-scrapbook-shoreline-cleanup-nettoyage-du-littoral-23072023-tickets-661424206607,MTL
Sea Side Scrapbook: Shoreline Cleanup | Nettoyage du littoral (26/06/2023),"July 26, 2023, 12:00 PM","July 26, 2023, 02:00 PM","20099 Boulevard Gouin Ouest, Montréal, QC H9K 1C1, Canada","Sea Side Scrapbook: Shoreline CleanupJoin us for a fun-filled day of cleaning up the Berge de l'Anse shoreline! This in-person event will take place on Wed Jul 26 2023 at 12:00:00 GMT-0400 (EST). We will meet at Parc-nature du Cap-Saint-Jacques Welcome Centre (20099 Boul Gouin O, Pierrefonds, QC H9K 1C1) and spend the day picking up litter, debris, and other pollutants from the beautiful shoreline. This is a great opportunity to give back to the environment while enjoying some fresh air and exercise. Don't forget to wear comfortable clothing and bring sunscreen. Zero-waste snacks and kombucha will be offered, as well as zero-waste participation gifts! Let's make a difference together!Sea Side Scrapbook: Nettoyage du littoralJoignez-vouz pour une journée amusante de nettoyage du rivage de la Berge de l'Anse! Cet événement aura lieu le mercredi 26 juillet 2023 à 12:00:00 GMT-0400 (EST) au Chalet d'accueil du parc-nature du Cap-Saint-Jacques (3760 3e Av, Laval, QC H7R 2Y2). Nous passerons l'après-midi à ramasser les déchets, les débris et autres polluants du rivage. C'est une excellente occasion de redonner à l'environnement tout en profitant de l'air frais et de l'exercice. N'oubliez pas de porter des vêtements confortables et d'apporter de la crème solaire. Des collations et du kombucha (zéro gaspillage) seront offertes, ainsi que des cadeaux de participation! Faisons une différence ensemble!",https://www.eventbrite.com/o/ocean-bridge-ambassadors-2023-kevin-c-ori-e-sarah-l-b-and-ibrahim-s-67413191053,https://www.eventbrite.com/e/sea-side-scrapbook-shoreline-cleanup-nettoyage-du-littoral-26062023-tickets-669145571417,MTL
Shoreline Cleanup | Nettoyage des berges (23/07/2023),"July 23, 2023, 12:00 PM","July 23, 2023, 02:00 PM","3760 3e Av, Laval, QC H7R 2Y2, Canada","Sea Side Scrapbook: Shoreline CleanupJoin us for a fun-filled day of cleaning up the Berge de l'Anse shoreline! This in-person event will take place on Sun Jul 23 2023 from 12 - 2pm EST.  Zero-waste snacks and kombucha will be offered, as well as zero-waste participation gifts! We will meet at Berge de l'Anse (3760 3e Av, Laval, QC H7R 2Y2) and spend the day picking up litter, debris, and other pollutants from the beautiful shoreline. This is a great opportunity to give back to the environment while enjoying some fresh air and exercise. Don't forget to wear comfortable clothing and bring sunscreen. Let's make a difference together! Seaside Scrapbook: Nettoyage du littoralJoignez-vouz pour une journée amusante de nettoyage du rivage de la Berge de l'Anse! Cet événement aura lieu le dimanche 23 juillet 2023 à 12h-14h à la Berge de l'Anse (3760 3e Av, Laval, QC H7R 2Y2). Nous passerons l'après-midi à ramasser les déchets, les débris et autres polluants du rivage. C'est une excellente occasion de redonner à l'environnement tout en profitant de l'air frais et de l'exercice. N'oubliez pas de porter des vêtements confortables et d'apporter de la crème solaire. Des collations et du kombucha (zéro gaspillage) seront offertes, ainsi que des cadeaux de participation! Faisons une différence ensemble!",https://www.eventbrite.ca/o/ocean-wise-20003802243,https://www.eventbrite.ca/e/shoreline-cleanup-nettoyage-des-berges-23072023-tickets-682284389977,MTL
